ID;Name;Sex;Age;Country;Sport;Games_Type;Year;Has_Medal;Height_cm;Weight_kg
ATH-05052;Bogdan Yang;Male;35;Mexico;Football (Soccer);Summer;2024;0;180.9;77.0
ATH-05053;Mary Kipchoge;Female;23;India;Athletics;Summer;1904;0;199.7;96.5
ATH-05054;Karen Kowalczyk;Female;35;Belarus;Luge;Winter;2022;0;165.3;61.7
ATH-05055;Alexandra Johnson;Female;18;France;Shooting;Summer;1912;0;184.8;81.7
ATH-05056;Elnur Gantulga;Male;41;Bulgaria;Triathlon;Summer;1920;0;176.6;76.9
ATH-05057;Elena Silva;Female;29;China;Curling;Winter;1932;0;176.0;99.2
ATH-05058;Elaine Wu;Female;25;Austria;Weightlifting;Summer;1900;0;159.8;70.9
ATH-05059;Guram Smith;Male;16;Pakistan;Taekwondo;Summer;2012;0;159.1;52.9
ATH-05060;Erik Bekele;Male;23;Singapore;Biathlon;Winter;2006;0;172.5;60.5
ATH-05061;Daniel Tediashvili;Male;40;Finland;Ski Jumping;Winter;2006;0;163.9;56.6
ATH-05062;Jennifer Kowalski;Female;17;Russia;Boxing;Summer;2000;0;191.9;73.3
ATH-05063;Magnus Harris;Male;38;Azerbaijan;Cycling;Summer;2000;0;175.6;57.1
ATH-05064;Lilit Bekele;Female;24;Great Britain;Shooting;Summer;2024;0;179.4;86.1
ATH-05065;Sunita Bolt;Female;38;Canada;Volleyball;Summer;2024;1;194.4;91.9
ATH-05066;Vikram Suzuki;Male;23;Italy;Figure Skating;Winter;1932;0;162.9;54.6
ATH-05067;Christopher Chen;Male;16;Great Britain;Judo;Summer;1908;0;164.5;72.8
ATH-05068;Franz Anderson;Male;23;Czech Republic;Basketball;Summer;2024;1;206.2;78.7
ATH-05069;Jiri Okonkwo;Male;35;Australia;Gymnastics (Artistic);Summer;1920;0;166.0;55.8
ATH-05070;Piotr Smith;Male;33;Singapore;Luge;Winter;1984;0;169.0;66.0
ATH-05071;Gantulga Orlov;Male;16;Georgia;Wrestling;Summer;2004;0;173.1;108.1
ATH-05072;Maria Popescu;Female;28;Singapore;Shooting;Summer;2004;0;163.5;69.7
ATH-05073;Josef Babayev;Male;39;Italy;Cycling;Summer;1920;0;189.0;77.2
ATH-05074;Piotr Bianchi;Male;16;Singapore;Weightlifting;Summer;2012;0;170.3;89.6
ATH-05075;Abebe Robinson;Male;15;North Korea;Diving;Summer;2004;0;170.2;70.3
ATH-05076;Nancy Fraser-Pryce;Female;23;Kazakhstan;Skeleton;Winter;2018;0;187.0;79.5
ATH-05077;Iryna Farah;Female;26;Romania;Luge;Winter;2006;0;186.2;76.5
ATH-05078;Ilham Brown;Male;38;Italy;Canoe/Kayak;Summer;1920;0;192.9;97.6
ATH-05079;Monika Shah;Female;22;Sweden;Luge;Winter;1976;0;184.3;74.8
ATH-05080;Asha Tadesse;Female;39;Norway;Athletics;Summer;1904;0;194.5;86.5
ATH-05081;Ramil Weber;Male;31;Netherlands;Football (Soccer);Summer;1906;0;172.7;77.0
ATH-05082;Tatiana Davaadorj;Female;16;Australia;Basketball;Summer;1900;0;211.5;110.0
ATH-05083;Miho Navruzov;Female;27;Greece;Wrestling;Summer;1912;0;185.6;87.4
ATH-05084;Aurelie Wang;Female;39;Belarus;Swimming;Summer;2016;0;185.6;83.7
ATH-05085;Darya Lopez;Female;31;Austria;Shooting;Summer;2000;1;181.9;62.0
ATH-05086;Vahram Robert;Male;41;Netherlands;Shooting;Summer;1908;0;171.1;76.4
ATH-05087;Nisha Rusu;Female;41;Spain;Ice Hockey;Winter;1998;0;198.4;77.5
ATH-05088;Justyna Kim;Female;20;Spain;Curling;Winter;1928;0;167.5;91.5
ATH-05089;Lilit Yohannes;Female;35;Great Britain;Gymnastics (Artistic);Summer;1900;0;145.7;66.8
ATH-05090;Michael Ito;Male;33;Spain;Short Track Speed Skating;Winter;1988;0;162.8;53.9
ATH-05091;Michelle Johnson;Female;31;Bulgaria;Tennis;Summer;1912;1;165.0;67.1
ATH-05092;Steven Nikitin;Male;33;Cuba;Football (Soccer);Summer;1900;0;180.2;61.7
ATH-05093;Liang Dinu;Male;27;Bulgaria;Skeleton;Winter;1932;0;171.2;70.3
ATH-05094;Aysel Karimov;Female;19;Argentina;Biathlon;Winter;1976;0;184.7;65.5
ATH-05095;Emily Grigoryan;Female;22;Brazil;Short Track Speed Skating;Winter;1988;0;183.7;66.0
ATH-05096;Daniel Thomas;Male;16;Greece;Shooting;Summer;1900;0;184.9;94.4
ATH-05097;Halyna Munkhbat;Female;29;Netherlands;Swimming;Summer;1908;0;193.4;89.2
ATH-05098;Alina Jung;Female;32;Turkey;Swimming;Summer;2016;0;168.9;87.5
ATH-05099;Liang Wójcik;Male;32;Germany;Diving;Summer;1906;1;161.0;56.8
ATH-05100;Bohdan Ferrari;Male;26;Turkey;Skeleton;Winter;1956;0;184.9;91.8
ATH-05101;Mei Wanjiku;Female;39;Great Britain;Athletics;Summer;1912;0;165.9;55.4
ATH-05102;Piotr Wilson;Male;35;Denmark;Diving;Summer;1996;0;163.2;74.6
ATH-05103;Salome Rusu;Female;23;Norway;Diving;Summer;2000;1;173.8;76.1
ATH-05104;Nino Bolt;Male;27;Brazil;Canoe/Kayak;Summer;1920;1;172.0;78.0
ATH-05105;Michelle Grigoryan;Female;27;Poland;Figure Skating;Winter;2010;0;169.4;51.1
ATH-05106;Usukhbayar Zhang;Male;27;Sweden;Curling;Winter;1984;1;187.7;94.9
ATH-05107;Miho Babayev;Female;40;Canada;Ski Jumping;Winter;2010;1;167.0;65.8
ATH-05108;Regzedmaa Wanjiku;Male;15;Mongolia;Basketball;Summer;2020;0;199.3;119.8
ATH-05109;Nancy Wang;Female;32;Canada;Volleyball;Summer;1920;0;174.0;97.1
ATH-05110;Naira Sato;Female;35;Netherlands;Athletics;Summer;1906;0;183.8;81.7
ATH-05111;Regzedmaa Bekele;Male;22;Greece;Skeleton;Winter;2010;1;188.8;82.9
ATH-05112;Ayana Bekele;Female;23;Argentina;Cross-Country Skiing;Winter;1960;1;174.6;72.7
ATH-05113;Giulia Biles;Female;16;Switzerland;Football (Soccer);Summer;1904;0;163.8;71.3
ATH-05114;Marta Yang;Female;15;Canada;Triathlon;Summer;1906;0;178.6;61.9
ATH-05115;Zheng Amiranashvili;Male;17;Denmark;Judo;Summer;2012;0;188.4;98.2
ATH-05116;Pedro Jones;Male;22;Italy;Freestyle Skiing;Winter;1956;0;186.2;70.4
ATH-05117;Maria Kipchoge;Female;34;Soviet Union;Canoe/Kayak;Summer;2024;0;193.0;81.1
ATH-05118;Erik Ferrari;Male;42;Serbia;Diving;Summer;2008;0;171.7;68.5
ATH-05119;Razvan Jones;Male;28;Belgium;Shooting;Summer;1908;0;172.7;91.3
ATH-05120;Ivan Liu;Male;28;France;Basketball;Summer;1904;1;197.1;114.8
ATH-05121;Min-jun Sato;Male;20;Austria;Tennis;Summer;1900;0;179.9;63.3
ATH-05122;Klaus Kamau;Male;32;Venezuela;Short Track Speed Skating;Winter;1992;0;184.9;75.3
ATH-05123;Giorgi Kuznetsov;Male;41;Greece;Tennis;Summer;2000;0;189.6;75.7
ATH-05124;Bolormaa Amiranashvili;Female;26;Norway;Rowing;Summer;1900;0;197.3;96.4
ATH-05125;Barbara Constantin;Female;35;Hong Kong;Wrestling;Summer;2020;0;160.4;57.9
ATH-05126;Svetlana Petrov;Female;33;New Zealand;Freestyle Skiing;Winter;1960;1;175.8;63.5
ATH-05127;Anna Taylor;Female;32;Denmark;Tennis;Summer;1904;0;165.8;58.8
ATH-05128;Michael Kowalski;Male;30;Australia;Ice Hockey;Winter;1976;0;191.8;80.6
ATH-05129;Barbara Adeyemi;Female;36;Japan;Rowing;Summer;2024;1;200.2;84.4
ATH-05130;Nino Romano;Male;18;Azerbaijan;Cycling;Summer;2000;0;192.0;63.0
ATH-05131;Julien Munkhbat;Male;18;Pakistan;Ski Jumping;Winter;1964;0;171.0;64.4
ATH-05132;Constantin Dubois;Male;19;Australia;Shooting;Summer;1900;0;181.4;71.6
ATH-05133;Sakura Wilson;Female;34;Belgium;Biathlon;Winter;1924;0;169.8;92.4
ATH-05134;Mihai Zhang;Male;16;Iran;Alpine Skiing;Winter;2006;0;164.8;97.2
ATH-05135;Klaus Kowalski;Male;39;Czech Republic;Ice Hockey;Winter;2006;0;183.6;78.5
ATH-05136;Lars Bernard;Male;21;North Korea;Boxing;Summer;2008;1;173.5;68.5
ATH-05137;Mary Njoroge;Female;40;Bulgaria;Swimming;Summer;1906;1;171.2;56.5
ATH-05138;Karen Wanjiku;Female;16;Finland;Basketball;Summer;1996;0;179.4;86.6
ATH-05139;Carlos Melnyk;Male;17;Turkey;Fencing;Summer;2012;0;183.8;70.7
ATH-05140;Sandra Rossi;Female;39;Sweden;Tennis;Summer;1904;0;169.0;55.4
ATH-05141;Tsend-Ochir Yadav;Male;32;Spain;Boxing;Summer;1920;0;186.4;50.9
ATH-05142;Adam Shevchenko;Male;23;Poland;Figure Skating;Winter;1928;0;174.6;63.9
ATH-05143;Xia Yohannes;Female;20;Denmark;Diving;Summer;2008;0;165.4;61.7
ATH-05144;Rui Smith;Male;27;Cuba;Diving;Summer;1908;0;164.6;58.4
ATH-05145;Florent White;Male;25;Switzerland;Judo;Summer;1920;0;181.3;95.3
ATH-05146;Kipchoge Volkov;Male;36;New Zealand;Archery;Summer;1912;1;177.3;85.0
ATH-05147;William Navruzov;Male;16;South Africa;Short Track Speed Skating;Winter;1924;1;164.9;60.1
ATH-05148;Denys Yuldashev;Male;35;Bulgaria;Cross-Country Skiing;Winter;1976;0;186.2;79.9
ATH-05149;Zurab Kiros;Male;42;Greece;Athletics;Summer;1896;0;182.0;76.8
ATH-05150;Klaus Thomas;Male;33;Norway;Shooting;Summer;1900;0;175.4;81.5
ATH-05151;Henrik Thomas;Male;26;Denmark;Rowing;Summer;2024;0;196.4;92.7
ATH-05152;Yuna Park;Female;27;India;Taekwondo;Summer;2020;0;162.5;63.6
ATH-05153;Darya Patel;Female;37;Netherlands;Taekwondo;Summer;1906;0;166.5;77.1
ATH-05154;Miho Grigoryan;Female;21;China;Archery;Summer;1996;0;166.4;80.4
ATH-05155;Wei Kowalski;Male;30;Argentina;Triathlon;Summer;2020;1;191.2;67.8
ATH-05156;Rahul Yang;Male;16;South Korea;Luge;Winter;1994;0;163.4;80.2
ATH-05157;Sunita Kwon;Female;22;Hungary;Shooting;Summer;1896;1;161.4;94.0
ATH-05158;Sergei Kowalski;Male;24;New Zealand;Luge;Winter;1972;0;181.6;96.7
ATH-05159;Svetlana Jones;Female;24;Bulgaria;Biathlon;Winter;1972;0;167.5;70.3
ATH-05160;David Gheorghe;Male;26;Romania;Tennis;Summer;2024;0;194.6;81.1
ATH-05161;Carol Liu;Female;23;India;Tennis;Summer;1900;1;198.4;79.6
ATH-05162;Lasha Patel;Male;37;China;Tennis;Summer;2000;0;194.9;58.8
ATH-05163;Carlos Munkhbat;Male;26;Finland;Shooting;Summer;1912;0;172.9;66.9
ATH-05164;Katarzyna Haile;Female;35;Portugal;Skeleton;Winter;1924;0;190.4;80.2
ATH-05165;Giulia Sargsyan;Female;35;Finland;Figure Skating;Winter;1980;1;177.6;78.7
ATH-05166;Svetlana Brown;Female;29;Kenya;Curling;Winter;2022;1;171.5;86.2
ATH-05167;Alejandro Phelps;Male;17;Chinese Taipei;Bobsled;Winter;1956;0;187.9;101.9
ATH-05168;Priya Chikovani;Female;19;Bulgaria;Basketball;Summer;1904;0;213.7;116.1
ATH-05169;Mohammed Harris;Male;25;Iran;Biathlon;Winter;1988;0;167.9;85.0
ATH-05170;John Shah;Male;28;Jamaica;Luge;Winter;1964;0;180.4;72.4
ATH-05171;Olga Smith;Female;32;Belgium;Freestyle Skiing;Winter;1952;0;178.9;71.9
ATH-05172;Miho Kovalenko;Female;21;North Korea;Shooting;Summer;1996;1;161.3;68.7
ATH-05173;Emily Wilson;Female;19;Iran;Wrestling;Summer;2008;0;166.1;102.3
ATH-05174;Camelia Liu;Female;39;Great Britain;Wrestling;Summer;2016;0;185.0;118.9
ATH-05175;Liang Kipchoge;Male;23;North Korea;Swimming;Summer;2004;0;168.7;74.8
ATH-05176;Hans Watanabe;Male;36;Finland;Bobsled;Winter;1952;0;173.9;114.5
ATH-05177;Narantsetseg Makarov;Female;31;North Korea;Cross-Country Skiing;Winter;2018;0;182.2;61.1
ATH-05178;Anahit Taylor;Female;18;Belgium;Basketball;Summer;1912;1;203.1;117.1
ATH-05179;Nancy Han;Female;25;Malaysia;Weightlifting;Summer;1996;0;166.7;136.2
ATH-05180;Elnur Kowalczyk;Male;22;Spain;Athletics;Summer;1912;0;193.6;93.0
ATH-05181;Regzedmaa Cherono;Male;26;Norway;Speed Skating;Winter;1976;0;188.3;85.7
ATH-05182;Mary Alves;Female;42;Hong Kong;Volleyball;Summer;2016;0;174.3;92.6
ATH-05183;Flaviu Costa;Male;15;Thailand;Tennis;Summer;2004;1;164.1;93.6
ATH-05184;Maria Schmidt;Female;28;Norway;Shooting;Summer;1920;1;188.1;68.9
ATH-05185;Nancy Perez;Female;36;Armenia;Football (Soccer);Summer;2016;0;176.9;60.9
ATH-05186;Guram Babayev;Male;15;Portugal;Swimming;Summer;2008;1;185.8;87.5
ATH-05187;Jae-won Sharma;Male;31;France;Athletics;Summer;1908;0;193.3;101.4
ATH-05188;Almaz Wilson;Female;26;Venezuela;Rowing;Summer;2004;0;194.3;68.1
ATH-05189;Michelle Dubois;Female;26;Switzerland;Gymnastics (Artistic);Summer;1896;1;157.9;63.9
ATH-05190;Monika Dupont;Female;41;Canada;Swimming;Summer;1908;0;172.8;61.5
ATH-05191;Faith Hernandez;Female;38;India;Figure Skating;Winter;2002;0;182.5;50.8
ATH-05192;Lisa Gebremariam;Female;32;Finland;Shooting;Summer;1920;0;178.3;81.6
ATH-05193;Charles Petrov;Male;15;Italy;Ski Jumping;Winter;2018;0;163.3;57.6
ATH-05194;Patricia Martinez;Female;37;India;Speed Skating;Winter;1998;0;187.0;75.3
ATH-05195;Kipchoge Chen;Male;26;Netherlands;Speed Skating;Winter;2006;1;182.6;70.9
ATH-05196;Marco Kaminski;Male;21;Italy;Skeleton;Winter;1956;0;187.0;101.1
ATH-05197;Jennifer Enkhtaivan;Female;22;Netherlands;Basketball;Summer;1920;1;214.6;98.5
ATH-05198;Tigran Watanabe;Male;31;Uzbekistan;Athletics;Summer;2008;1;184.0;108.0
ATH-05199;Meseret Navruzov;Female;35;Colombia;Luge;Winter;2018;0;175.6;58.3
ATH-05200;Sabina Batjargal;Female;21;Turkey;Boxing;Summer;1920;1;186.5;86.4
ATH-05201;Yuna Kravchenko;Female;16;Sweden;Cycling;Summer;2016;1;186.7;63.6
ATH-05202;Sergei Garcia;Male;21;Canada;Wrestling;Summer;1908;1;158.8;90.6
ATH-05203;Deepika Bianchi;Female;15;India;Freestyle Skiing;Winter;1964;0;163.8;60.5
ATH-05204;Zheng Haile;Male;15;Germany;Canoe/Kayak;Summer;1920;1;183.7;64.5
ATH-05205;Min-jun Popov;Male;21;Soviet Union;Boxing;Summer;2016;0;162.6;69.1
ATH-05206;Nancy Esposito;Female;21;Venezuela;Figure Skating;Winter;1988;0;179.3;71.7
ATH-05207;Simona Cherono;Female;35;Cuba;Bobsled;Winter;1976;0;180.6;90.4
ATH-05208;Charles Esposito;Male;16;Egypt;Speed Skating;Winter;1964;0;167.6;85.4
ATH-05209;Carina Meyer;Female;24;France;Triathlon;Summer;1900;1;189.8;67.4
ATH-05210;Daniel Liu;Male;38;Egypt;Cycling;Summer;2012;1;168.9;82.7
ATH-05211;Olga Hakobyan;Female;33;Germany;Football (Soccer);Summer;2008;1;175.4;75.8
ATH-05212;George Kuznetsov;Male;19;Hungary;Cross-Country Skiing;Winter;1928;1;175.3;87.5
ATH-05213;Oksana Shevchenko;Female;18;Spain;Weightlifting;Summer;2024;0;160.2;148.4
ATH-05214;Isabelle Taylor;Female;20;Poland;Curling;Winter;2022;0;167.1;98.6
ATH-05215;Oksana Babayev;Female;41;Norway;Wrestling;Summer;2008;0;186.6;128.6
ATH-05216;Vasyl Cherono;Male;30;Canada;Volleyball;Summer;1920;1;176.9;101.7
ATH-05217;Monika Okonkwo;Female;20;Finland;Swimming;Summer;2008;0;174.8;60.1
ATH-05218;Yuna Esposito;Female;24;Malaysia;Skeleton;Winter;1988;0;177.4;85.7
ATH-05219;Iryna Adeyemi;Female;24;Bulgaria;Gymnastics (Artistic);Summer;2020;0;150.6;50.0
ATH-05220;Elnur Popov;Male;15;Hungary;Volleyball;Summer;1904;0;186.6;89.6
ATH-05221;Jessica Kwon;Female;39;India;Tennis;Summer;1920;1;199.7;94.9
ATH-05222;Razvan Sargsyan;Male;23;South Africa;Ice Hockey;Winter;1960;0;188.2;82.3
ATH-05223;Michael Babayev;Male;26;Japan;Football (Soccer);Summer;2020;1;178.0;68.9
ATH-05224;Paul Ionescu;Male;35;France;Freestyle Skiing;Winter;2022;0;170.0;65.4
ATH-05225;Barbara Adeyemi;Female;21;Argentina;Curling;Winter;1980;1;179.8;67.1
ATH-05226;Vahram Sato;Male;16;Brazil;Cycling;Summer;2024;0;191.9;62.1
ATH-05227;Donna Mirzayev;Female;38;Austria;Shooting;Summer;2008;0;179.1;92.6
ATH-05228;Anahit Moore;Female;38;North Korea;Boxing;Summer;2012;1;193.2;69.3
ATH-05229;Nesta Dupont;Male;24;Spain;Cross-Country Skiing;Winter;1924;0;181.6;85.2
ATH-05230;Eliud Weber;Male;26;Greece;Freestyle Skiing;Winter;1924;1;178.0;78.2
ATH-05231;Naim Amiranashvili;Male;42;Turkey;Tennis;Summer;2004;0;172.2;91.5
ATH-05232;Hans Mirzayev;Male;27;Australia;Biathlon;Winter;1928;0;166.1;69.8
ATH-05233;Emily Cherono;Female;39;Sweden;Tennis;Summer;1908;0;197.5;71.0
ATH-05234;Charles Wu;Male;35;New Zealand;Canoe/Kayak;Summer;2008;0;173.8;69.0
ATH-05235;Jae-won Cherono;Male;32;Sweden;Figure Skating;Winter;1948;0;176.0;79.5
ATH-05236;Yuki Ito;Female;21;China;Cross-Country Skiing;Winter;1968;0;173.2;65.5
ATH-05237;Michelle Moore;Female;35;Japan;Canoe/Kayak;Summer;2024;0;181.1;75.0
ATH-05238;Nino Oliveira;Male;24;Pakistan;Curling;Winter;2022;0;181.7;76.6
ATH-05239;Nino Volkov;Female;25;Soviet Union;Biathlon;Winter;2018;1;181.7;85.2
ATH-05240;Brian Munkhbat;Male;39;Hong Kong;Figure Skating;Winter;2010;1;167.2;49.6
ATH-05241;Antoine Mwangi;Male;37;Bulgaria;Freestyle Skiing;Winter;1992;0;184.5;69.9
ATH-05242;Karen Kowalczyk;Female;28;Bulgaria;Volleyball;Summer;1900;0;197.1;92.2
ATH-05243;Camelia Hakobyan;Female;42;Bulgaria;Short Track Speed Skating;Winter;2006;0;173.1;62.7
ATH-05244;Henrik Grigoryan;Male;17;Denmark;Rowing;Summer;1996;0;199.9;93.1
ATH-05245;Shota Mammadov;Male;15;Mongolia;Basketball;Summer;2020;0;189.4;115.9
ATH-05246;Krzysztof Bondarenko;Male;18;Russia;Short Track Speed Skating;Winter;2014;0;164.3;68.6
ATH-05247;Elena Yamamoto;Female;27;Bulgaria;Judo;Summer;2004;0;165.0;71.9
ATH-05248;Christopher Ferrari;Male;22;Greece;Boxing;Summer;1904;0;177.3;65.4
ATH-05249;Antoine Enkhtaivan;Male;25;Austria;Tennis;Summer;1906;0;192.5;62.0
ATH-05250;Ondrej Wójcik;Male;34;Spain;Archery;Summer;1906;1;179.5;63.5
ATH-05251;Nizami Amiranashvili;Male;17;Greece;Triathlon;Summer;1900;0;170.5;68.7
ATH-05252;Yuki Kvinikadze;Female;30;Australia;Tennis;Summer;1900;0;167.7;76.5
ATH-05253;Kipchoge Suzuki;Male;39;Norway;Basketball;Summer;2004;0;201.8;109.1
ATH-05254;Josef Kravchenko;Male;28;Kazakhstan;Football (Soccer);Summer;2020;0;173.1;88.1
ATH-05255;Camelia Munkhbat;Female;26;Switzerland;Triathlon;Summer;1904;1;180.1;66.1
ATH-05256;Aysel Gebremariam;Female;31;Soviet Union;Speed Skating;Winter;2022;0;174.9;59.1
ATH-05257;Emily Tanaka;Female;30;India;Volleyball;Summer;2004;0;208.7;71.6
ATH-05258;Paolo Babayev;Male;39;France;Cycling;Summer;2012;1;174.8;76.2
ATH-05259;Kipchoge Harris;Male;15;Austria;Football (Soccer);Summer;1906;0;167.3;73.2
ATH-05260;Wei Wójcik;Male;30;Bulgaria;Gymnastics (Artistic);Summer;1996;0;169.1;51.8
ATH-05261;Mohammed Mammadov;Male;24;Netherlands;Skeleton;Winter;1928;0;173.2;91.5
ATH-05262;Nino Esposito;Male;26;Sweden;Skeleton;Winter;2002;0;187.2;62.9
ATH-05263;Min-jun Jung;Male;39;Germany;Rowing;Summer;1996;1;195.6;71.3
ATH-05264;Agnieszka Suzuki;Female;30;Egypt;Archery;Summer;1912;0;179.0;58.8
ATH-05265;Klaus Gupta;Male;41;France;Archery;Summer;1908;0;183.1;63.7
ATH-05266;Priya Jung;Female;15;Armenia;Triathlon;Summer;2016;0;180.6;77.2
ATH-05267;Amine Zhao;Male;32;Croatia;Triathlon;Summer;2012;0;188.4;63.6
ATH-05268;Flaviu Thomas;Male;31;Belarus;Freestyle Skiing;Winter;2010;0;178.1;79.2
ATH-05269;Klaus Kamau;Male;32;Sweden;Football (Soccer);Summer;1896;0;171.3;87.3
ATH-05270;Gabriela Melnyk;Female;31;Venezuela;Freestyle Skiing;Winter;2006;0;165.8;79.0
ATH-05271;Arjun Moore;Male;22;Switzerland;Rowing;Summer;1908;0;181.9;70.6
ATH-05272;Tomasz Watanabe;Male;37;Pakistan;Skeleton;Winter;2010;0;172.2;82.8
ATH-05273;Karolina Kowalczyk;Female;24;Belgium;Weightlifting;Summer;1906;0;174.9;56.0
ATH-05274;Jae-won Makarov;Male;41;Spain;Skeleton;Winter;1956;1;171.7;85.6
ATH-05275;Elaine Kumar;Female;19;Kenya;Boxing;Summer;1996;0;160.5;72.6
ATH-05276;Carina Zhao;Female;24;United States;Canoe/Kayak;Summer;1900;1;186.2;95.2
ATH-05277;Nancy Enkhtaivan;Female;22;Turkey;Bobsled;Winter;1984;1;188.8;100.1
ATH-05278;Sandra Gebrselassie;Female;34;United States;Diving;Summer;2000;0;159.9;59.4
ATH-05279;Gunel Robert;Female;22;Austria;Archery;Summer;1900;0;167.4;91.3
ATH-05280;Yuki Bondarenko;Female;35;Turkey;Basketball;Summer;2024;0;180.7;87.7
ATH-05281;Meseret Popescu;Female;18;Japan;Weightlifting;Summer;1920;0;167.1;149.7
ATH-05282;Enkhjargal Farah;Female;17;Italy;Archery;Summer;1904;0;164.2;93.1
ATH-05283;Narantsetseg Jones;Female;25;North Korea;Speed Skating;Winter;2018;0;193.3;85.1
ATH-05284;Michael Greco;Male;26;Switzerland;Short Track Speed Skating;Winter;1924;0;183.2;64.1
ATH-05285;Vahram Kowalski;Male;37;Spain;Taekwondo;Summer;2012;1;171.4;51.4
ATH-05286;Agnieszka Yuldashev;Female;18;Malaysia;Fencing;Summer;2012;1;197.4;71.1
ATH-05287;Ilham Sharma;Male;31;Uzbekistan;Ski Jumping;Winter;2010;0;179.4;61.2
ATH-05288;Florent Weber;Male;17;Mexico;Freestyle Skiing;Winter;1984;0;189.9;69.1
ATH-05289;Tsend-Ochir Ito;Male;17;Egypt;Triathlon;Summer;2020;0;173.9;68.2
ATH-05290;Abebe Wójcik;Male;17;Portugal;Ski Jumping;Winter;1928;0;167.5;65.0
ATH-05291;Vikram Han;Male;30;Kazakhstan;Canoe/Kayak;Summer;2008;0;168.5;83.8
ATH-05292;Agnieszka Tadesse;Female;21;Hong Kong;Short Track Speed Skating;Winter;1960;0;163.1;70.8
ATH-05293;Hasmik Watanabe;Female;18;Croatia;Volleyball;Summer;2024;0;204.4;80.8
ATH-05294;Eliud Kamau;Male;39;Australia;Gymnastics (Artistic);Summer;1896;0;178.8;75.0
ATH-05295;Katarzyna Johnson;Female;22;Spain;Athletics;Summer;2020;0;178.7;77.5
ATH-05296;Natalya Rusu;Female;21;Netherlands;Athletics;Summer;1904;0;194.6;94.1
ATH-05297;Miho Hernandez;Female;37;Armenia;Swimming;Summer;2012;0;189.1;84.9
ATH-05298;Akiko Johnson;Female;18;Finland;Judo;Summer;1920;0;164.0;77.7
ATH-05299;Oksana Mwangi;Female;35;Turkey;Figure Skating;Winter;1924;0;178.3;49.0
ATH-05300;Natsuki Tediashvili;Male;33;Canada;Wrestling;Summer;2024;0;193.6;134.5
ATH-05301;Oleksandr Bekele;Male;22;Venezuela;Speed Skating;Winter;1992;0;169.1;72.3
ATH-05302;Magnus Lochte;Male;41;Poland;Short Track Speed Skating;Winter;1924;0;169.5;81.9
ATH-05303;Tsend-Ochir Schneider;Male;18;Jamaica;Swimming;Summer;2008;0;196.5;55.5
ATH-05304;Linda Tediashvili;Female;22;Finland;Curling;Winter;1936;1;194.8;83.1
ATH-05305;Arsen Rusu;Male;26;Austria;Gymnastics (Artistic);Summer;2012;1;150.0;66.3
ATH-05306;Elena Thomas;Female;34;Germany;Alpine Skiing;Winter;1924;0;186.7;83.3
ATH-05307;Zheng Ito;Male;17;Kenya;Rowing;Summer;2016;0;190.4;81.3
ATH-05308;Emily Williams;Female;28;Greece;Boxing;Summer;1908;1;187.9;73.1
ATH-05309;Alexandra Rusu;Female;37;China;Ice Hockey;Winter;1960;1;175.3;91.2
ATH-05310;William Costa;Male;36;Venezuela;Luge;Winter;1984;0;166.2;98.2
ATH-05311;Eliud Wójcik;Male;42;Italy;Skeleton;Winter;1968;1;188.1;63.4
ATH-05312;Matthew Moore;Male;28;Belgium;Cross-Country Skiing;Winter;2010;0;163.6;77.2
ATH-05313;Gunther Huseynov;Male;40;Kazakhstan;Ice Hockey;Winter;2014;0;188.2;85.7
ATH-05314;Ashley Han;Female;33;Bulgaria;Weightlifting;Summer;2008;1;162.6;83.7
ATH-05315;Lilit Jones;Female;42;Italy;Freestyle Skiing;Winter;1972;0;183.6;88.2
ATH-05316;Priya Costa;Female;28;Hungary;Shooting;Summer;1896;0;170.0;64.9
ATH-05317;William Taylor;Male;40;Cuba;Tennis;Summer;1912;0;196.1;66.1
ATH-05318;Christopher Robert;Male;36;Kenya;Triathlon;Summer;2000;1;189.3;60.2
ATH-05319;Enkhjargal Garcia;Female;18;Azerbaijan;Wrestling;Summer;2020;0;193.6;108.4
ATH-05320;Claire Biles;Female;38;Thailand;Biathlon;Winter;1994;0;185.0;76.2
ATH-05321;Sabina Wiśniewski;Female;34;New Zealand;Triathlon;Summer;2020;0;192.6;59.7
ATH-05322;Sifan Dibaba;Female;38;Austria;Volleyball;Summer;1996;0;207.2;80.4
ATH-05323;Agnieszka Kumar;Female;25;Italy;Gymnastics (Artistic);Summer;2016;0;167.1;67.6
ATH-05324;Sandra Wu;Female;25;Finland;Diving;Summer;2008;1;171.1;59.7
ATH-05325;Elaine Kiros;Female;30;Austria;Cycling;Summer;2004;0;177.9;79.1
ATH-05326;Paul Gebrselassie;Male;38;Australia;Gymnastics (Artistic);Summer;2004;0;164.5;75.0
ATH-05327;Vahram Haile;Male;30;Croatia;Judo;Summer;2012;1;175.2;53.8
ATH-05328;Fabio Zhao;Male;34;Italy;Boxing;Summer;1920;1;167.4;64.7
ATH-05329;Hovhannes Bekele;Male;28;Italy;Wrestling;Summer;1904;0;170.6;75.9
ATH-05330;Jessica Oliveira;Female;37;Mexico;Biathlon;Winter;1928;0;170.8;80.7
ATH-05331;Mei Petrov;Female;25;North Korea;Fencing;Summer;2012;1;181.8;86.6
ATH-05332;Tigran Kwon;Male;17;Italy;Bobsled;Winter;1988;0;193.3;88.0
